,narrator_id,name,grade,death_reason,places_of_stay
7980,10836,al-Walid bin Hrb al-Ash'ry الوليد بن حرب الأشعري الكوفي لقبه ولاد,Follower(Tabi') [6th generation],Natural,al-Kufa
7981,10837,al-Walid bin Sry' الوليد بن سريع,Follower(Tabi') [4th generation],Natural,al-Kufa
7982,10838,Wahb bin Rabi'ya al-Kwfy وهب بن ربيعة الكوفي,Follower(Tabi') [3rd Generation],Natural,al-Kufa
7983,10839,Yahya bin al-Jazar al-Arni يحيى بن الجزار,Follower(Tabi') [3rd Generation],Natural,al-Kufa
7984,10840,Yahya bin 'Aabad bin Shayban يحيى بن عباد بن شيبان,Follower(Tabi') [4th generation],Natural,al-Kufa
7985,10841,Yahya bin 'Ubaid al-Bahrani يحيى بن عبيد البهراني,Follower(Tabi') [4th generation],Natural,al-Kufa
7986,10842,Yazid bin al-Asm يزيد بن الأصم,Follower(Tabi') [3rd Generation],Natural,"Kufa, al-Raqqa"
7987,10843,Yazid bin Hyan يزيد بن حيان,Follower(Tabi') [4th generation],Natural,al-Kufa
7988,10844,Yazid bin Abi Ziyad يزيد بن أبي زياد,Follower(Tabi') [5th generation],Natural,al-Kufa
7989,10845,Yazid bin Kysan al-Yshkry يزيد بن كيسان اليشكري أبو إسماعيل,Follower(Tabi') [6th generation],Natural,al-Kufa
7990,10846,Yonus bin Abi Ishaq يونس بن أبي إسحاق,Follower(Tabi') [5th generation],Natural,al-Kufa
7991,10847,Abu Bakr bin 'Umara أبو بكر بن عمارة بن روىبة,Follower(Tabi'),Natural,al-Kufa
7992,10848,Abu Sha'ba أبو شعبة المدني مولى سويد بن مقرن,Follower(Tabi') [3rd Generation],Natural,al-Kufa
7993,10849,Bakr bin Swad'h bin Thmamh بكر بن سوادة بن ثمامة,Follower(Tabi') [3rd Generation],Natural,Egypt
7994,10850,Bakr bin 'Amr al-Ma'fari بكر بن عمرو المعافري,Follower(Tabi') [6th generation],Natural,Egypt
7995,10851,Thmamh bin Shfy ثمامة بن شفي,Follower(Tabi') [3rd Generation],Natural,"Hamadan, Egypt, Alexandria"
7996,10852,al-Jlah Abu Kathir al-Amwy Mwlahm الجلاح أبو كثير,Follower(Tabi') [6th generation],Natural,Egypt
7997,10853,al-Harith bin Yazid al-Hdrmy الحارث بن يزيد الحضرمي,Follower(Tabi') [4th generation],Natural,Egypt
7998,10854,al-Harith bin Y'aqub الحارث بن يعقوب,Follower(Tabi') [5th generation],Natural,Egypt
7999,10855,Hakeem bin 'Abdullah bin Qays حكيم بن عبد الله بن قيس بن مخرمة,Follower(Tabi') [4th generation],Natural,"Medina, Egypt"
8000,10856,Hameed bin Han'i Abu حميد بن هانئ أبو هانئ,Follower(Tabi') [5th generation],Natural,Egypt
8001,10857,Khayr bin Na'eem خير بن نعيم,Follower(Tabi') [6th generation],Natural,Egypt
8002,10858,"Sufyan bin Han'i, Abu Salam al-Jayshani سفيان بن هانئ أبو سالم الجيشاني",Follower(Tabi') [2nd Generation],Natural,Egypt
8003,10859,Salmah bin Salah al-Lkhmy سلمة بن صالح اللخمي المصري,Follower(Tabi') [3rd Generation],Natural,Egypt
8004,10860,Sulaym bin Jubair سليم بن جبير أبو يونس مولى أبي هريرة,Follower(Tabi') [3rd Generation],Natural,Egypt
8005,10861,Shrahyl bin Yazid شراحيل بن يزيد,Follower(Tabi') [6th generation],Natural,Egypt
8006,10862,Shrhbyl bin Shryk al-Ma'afry شرحبيل بن شريك المعافري,Follower(Tabi') [6th generation],Natural,Egypt
8007,10863,"Abu Tamim al-Jayshani أبو تميم الجيشاني, عبد الله بن مالك",Follower(Tabi') [1st Generation],Natural,Egypt
8008,10864,Abdullah bin Hbyrh عبد الله بن هبيرة بن أسعد,Follower(Tabi') [3rd Generation],Natural,Egypt
8009,10865,Abdur Rahman bin Jbyr عبد الرحمن بن جبير المصري,Follower(Tabi') [3rd Generation],Natural,Egypt
8010,10866,Abdur Rahman bin Hujayrah عبد الرحمن بن حجيرة,Follower(Tabi') [3rd Generation],Natural,Egypt
8011,10867,Abdur Rahman bin Shmas'h عبد الرحمن بن شماسة,Follower(Tabi') [3rd Generation],Natural,Egypt
8012,10868,Abdur Rahman bin W'lh عبد الرحمن بن وعلة,Follower(Tabi') [4th generation],Natural,Egypt
8013,10869,Abd al-Krym bin al-Harith عبد الكريم بن الحارث بن يزيد الحضرمي,Follower(Tabi') [6th generation],Natural,Egypt
8014,10870,Ali bin Rabah bin Qasayr علي بن رباح بن قصير,Follower(Tabi') [3rd Generation],Natural,"Egypt, Africa"
8015,10871,Ayyash bin 'Abbas al-Qanabi عياش بن عباس القتباني,Follower(Tabi') [6th generation],Natural,Egypt
8016,10872,Ka'b bin 'Alqama bin Ka'b كعب بن علقمة بن كعب,Follower(Tabi') [5th generation],Natural,Egypt
8017,10873,Muslim bin Yasar al-Masri al-Tanbadhi مسلم بن يسار المصري أبو عثمان الطنبذي,Follower(Tabi') [4th generation],Natural,"Egypt, Africa"
8018,10874,Na'm bin Ajyl ناعم بن أجيل,Follower(Tabi') [3rd Generation],Natural,"Hamadan, Egypt"
8019,10875,Yazid bin Rbah يزيد بن رباح,Follower(Tabi') [3rd Generation],Natural,"Egypt, Egypt"
8020,10876,Abu 'Alqama أبو علقمة,Follower(Tabi') [3rd Generation],Natural,Egypt
8021,10877,Atyh bin Qays al-Klaby عطية بن قيس الكلابي,Follower(Tabi') [3rd Generation],Natural,Syria
8022,10878,Ma'dan bin Abi Talha معدان بن أبي طلحة ويقال بن طلحة,Follower(Tabi') [2nd Generation],Natural,Syria
8023,10879,Rzyq bin Hyan al-Dmshqy رزيق بن حيان الدمشقي,Follower(Tabi') [6th generation],Natural,Damascus
8024,10880,Sulaiman bin Musa al-Ashdaq سليمان بن موسى الأموي الأشدق,Follower(Tabi') [5th generation],Natural,Damascus
8025,10881,Shdad bin 'Abdullah شداد بن عبد الله القرشي أبو عمار,Follower(Tabi') [4th generation],Natural,Damascus
8026,10882,Abdullah bin 'Amir عبد الله بن عامر بن يزيد بن تميم,Follower(Tabi') [3rd Generation],Natural,Damascus
8027,10883,"Amr bin Marthad, Abu Asma' al-Rahbi عمرو بن مرثد أبو أسماء الرحبي",Follower(Tabi') [3rd Generation],Natural,Damascus
8028,10884,al-Ala' bin al-Harith bin 'Abdul Warith العلاء بن الحارث بن عبد الوارث,Follower(Tabi') [5th generation],Natural,Damascus
8029,10885,Yazid bin Yazid bin Jabir يزيد بن يزيد بن جابر,Follower(Tabi') [6th generation],Natural,Damascus
8030,10886,Abu 'Uthman أبو عثمان,Follower(Tabi') [3rd Generation],Natural,Damascus
8031,10887,Ibrahim bin Suwayd al-Nkh'y إبراهيم بن سويد النخعي,Follower(Tabi') [6th generation],Natural,Nisa'
8032,10888,Ibrahim bin 'Abdullah bin Qariz إبراهيم بن عبد الله بن قارظ,Follower(Tabi') [3rd Generation],Natural,
8033,10889,Ishaq Mwla Za'id'h إسحاق مولى زائدة,Follower(Tabi') [3rd Generation],Natural,
8034,10890,al-Aswad bin al-'Ala' bin Jaryh الأسود بن العلاء بن جارية,Follower(Tabi') [6th generation],Natural,
8035,10891,Ash'th bin Swar al-Kndy أشعث بن سوار الكندي النجار,Follower(Tabi') [6th generation],Natural,
8036,10892,Iyad bin Laqayt al-Sadusi إياد بن لقيط,Follower(Tabi') [4th generation],Natural,Hijaz
8037,10893,B'jh bin 'Abdullah بعجة بن عبد الله بن بدر,Follower(Tabi') [3rd Generation],Natural,
8038,10894,Tmym bin Trfh تميم بن طرفة,Follower(Tabi') [3rd Generation],Natural,
8039,10895,Jabir bin 'Amr Abu al-Waz' جابر بن عمرو أبو الوازع,Follower(Tabi') [3rd Generation],Natural,"Basra,  Kufi"
8040,10896,Ja'far bin Abi Thwr جعفر بن أبي ثور واسم,Follower(Tabi') [3rd Generation],Natural,
8041,10897,Ja'far bin 'Amr bin Hryth جعفر بن عمرو بن حريث,Follower(Tabi') [3rd Generation],Natural,
8042,10898,Ja'far bin Muhammad bin 'Ali جعفر بن محمد بن علي - الصادق,Follower(Tabi') [6th generation],Natural,Medina
8043,10899,Habib bin 'Ubaid al-Rhby حبيب بن عبيد الرحبي,Follower(Tabi') [3rd Generation],Natural,al-Hims
8044,10900,Hjaj bin Abi Zynb حجاج بن أبي زينب السلمي,Follower(Tabi') [6th generation],Natural,al-Wasit
8045,10901,Hudayr bin Karayb Abu al-Zahriyya حدير بن كريب  أبو الزاهرية,Follower(Tabi') [3rd Generation],Natural,al-Hims
8046,10902,Hdyn bin al-Mndhr bin al-Harith حضين بن المنذر بن الحارث,Follower(Tabi') [2nd Generation],Natural,
8047,10903,Hamza bin al-Mughira bin Shu'ba حمزة بن المغيرة بن شعبة,Follower(Tabi') [3rd Generation],Natural,
8048,10904,"Humayri bin Bashir, Abu 'Abdullah Jasri حميري بن بشير  أبو عبد الله الجسري",Follower(Tabi') [3rd Generation],Natural,"Humayr,  Basra"
8049,10905,Hnsh bin 'Abdullah حنش بن عبد الله ويقال,Follower(Tabi') [3rd Generation],Natural,Sana'
8050,10906,Khalid bin Abi 'Imran خالد بن أبي عمران,Follower(Tabi') [5th generation],Natural,
8051,10907,Khalid bin Ghlaq خالد بن غلاق,Follower(Tabi') [3rd Generation],Natural,
8052,10908,Khalid bin al-Mhajr bin خالد بن المهاجر,Follower(Tabi') [3rd Generation],Natural,
8053,10909,Khalid bin Abi Yazid bin Simak خالد بن أبي يزيد بن سماك,Follower(Tabi') [6th generation],Natural,Hiran
8054,10910,Rja'a bin Hywh رجاء بن حيوة,Follower(Tabi') [3rd Generation],Natural,
8055,10911,Zadhan Abu 'Umar زاذان أبو عمر,Follower(Tabi') [2nd Generation],Natural,Kufa
8056,10912,Zayd bin Salam زيد بن سلام,Follower(Tabi') [6th generation],Natural,"Abyssinia, Syria"
8057,10913,Salm bin Abi Salm سالم بن أبي سالم,Follower(Tabi') [4th generation],Natural,
8058,10914,Salmah bin S'hyb سلمة بن صهيب ويقال بن صهيبة,Follower(Tabi') [3rd Generation],Natural,
8059,10915,Sulaym bin 'Amir al-Kula'i al-Khaba'ri سليم بن عامر الكلاعي الخبائري,Follower(Tabi') [3rd Generation],Natural,al-Hims
8060,10916,Sulaiman bin Burayda bin al-Husayb سليمان بن بريدة بن الحصيب,Follower(Tabi') [3rd Generation],Natural,Merv
8061,10917,"Shrahyl bin Aadah, Abu al-Ash'ath شراحيل بن آدة أبو الأشعث الصنعاني",Follower(Tabi') [2nd Generation],Natural,"Sana', Damascus"
8062,10918,"Shrahayl bin Marthad, Abu 'Uthman شراحيل بن مرثد أبو عثمان الصنعاني",Follower(Tabi') [1st Generation],Natural,"Sana', Syria"
8063,10919,Salah bin Abi Salah صالح بن أبي صالح,Follower(Tabi') [5th generation],Natural,Medina
8064,10920,Safwan bin 'Abdullah صفوان بن عبد الله بن صفوان بن أمية,Follower(Tabi') [3rd Generation],Natural,Makkah
8065,10921,Safwan bin 'Amr bin Harm al-Saksaki صفوان بن عمرو بن هرم السكسكي,Follower(Tabi') [5th generation],Natural,al-Hims
8066,10922,"Durayb bin Nufayr, Abu al-Salayl al-Qays ضريب بن نقير أبو السليل القيسي",Follower(Tabi') [6th generation],Natural,Basra
8067,10923,Talha bin 'Ubaidullah طلحة بن عبيد الله بن كريز,Follower(Tabi') [3rd Generation],Natural,
8068,10924,Amir bin Sa'd al-Bajli عامر بن سعد البجلي,Follower(Tabi') [3rd Generation],Natural,Kufa
8069,10925,Amir bin Yahya bin Habib عامر بن يحيى بن حبيب,Follower(Tabi') [6th generation],Natural,
8070,10926,Aabad bin Hamza bin 'Abdullah عباد بن حمزة بن عبد الله بن الزبير,Follower(Tabi') [3rd Generation],Natural,
8071,10927,Aabad bin Ziyad عباد بن زياد,Follower(Tabi') [4th generation],Natural,
8072,10928,Abdullah bin Sufyan عبد الله بن سفيان المخزومي,Follower(Tabi') [4th generation],Natural,
8073,10929,Abdullah bin Abi Salma عبد الله بن أبي سلمة الماجشون,Follower(Tabi') [3rd Generation],Natural,Medina
8074,10930,Abdullah bin Swad'h عبد الله بن سوادة,Follower(Tabi') [4th generation],Natural,
8075,10931,Abdullah bin 'Abdullah bin al-Asm عبد الله بن عبد الله بن الأصم,Follower(Tabi') [4th generation],Natural,
8076,10932,Abdullah bin 'Amr عبد الله بن عمرو بن عبد القاري,Follower(Tabi') [4th generation],Natural,
8077,10933,Abdullah bin 'Amr bin 'Uthman عبد الله بن عمرو بن عثمان المطرف,Follower(Tabi') [3rd Generation],Natural,"Hijaz, Egypt"
8078,10934,Abdullah bin 'Umayr عبد الله بن عمير,Follower(Tabi') [3rd Generation],Natural,Medina
8079,10935,Abdullah bin Abi Qays عبد الله بن أبي قيس,Follower(Tabi') [1st Generation],Natural,al-Hims
8080,10936,Abdullah bin Kathir bin al-Mtlb عبد الله بن كثير بن المطلب,Follower(Tabi') [6th generation],Natural,
8081,10937,Abdullah bin Niyar bin Makaram عبد الله بن نيار بن مكرم الأسلمي,Follower(Tabi') [3rd Generation],Natural,
8082,10938,Abu 'Abdur Rahman al-Habli عبد الله بن يزيد أبو عبد الرحمن الحبلي,Follower(Tabi') [3rd Generation],Natural,"Egypt, Africa"
8083,10939,Abdullah bin Yasar al-Bahi عبد الله البهي مولى مصعب,Follower(Tabi') [3rd Generation],Natural,
8084,10940,Abd al-Jabbar bin Wa'il عبد الجبار بن وائل بن حجر,Follower(Tabi') [3rd Generation],Natural,
8085,10941,Abdur Rahman bin al-Asm عبد الرحمن بن الأصم,Follower(Tabi') [3rd Generation],Natural,Mada'in
8086,10942,Abdur Rahman bin Jbyr عبد الرحمن بن جبير,Follower(Tabi') [4th generation],Natural,al-Hims
8087,10943,Abdur Rahman bin Sa'id bin Wahb عبد الرحمن بن سعيد بن وهب الهمداني,Follower(Tabi') [4th generation],Natural,"Hamadan,  Kufa"
8088,10944,Abdur Rahman bin Aby عبد الرحمن بن أبي الشعثاء,Follower(Tabi') [6th generation],Natural,
8089,10945,Abdul Malik bin Aby عبد الملك بن أبي سليمان,Follower(Tabi') [5th generation],Natural,al-Ray
8090,10946,Ubaidullah bin 'Abdullah bin al-Asm عبيد الله بن عبد الله بن الأصم,Follower(Tabi') [6th generation],Natural,
8091,10947,Ata' bin Abi Muslim عطاء بن أبي مسلم,Follower(Tabi') [5th generation],Natural,"Balkh,  Syria,  Khurasan"
8092,10948,Ali bin Abi Talha علي بن أبي طلحة,Follower(Tabi') [6th generation],Natural,Hims
8093,10949,Ali bin 'Abdullah bin 'Abbas علي بن عبد الله بن عباس بن عبد المطلب,Follower(Tabi') [3rd Generation],Natural,Medina
8094,10950,Ali bin 'Abdullah علي بن عبد الله,Follower(Tabi') [3rd Generation],Natural,
8095,10951,Amar bin Abi Amar عمار بن أبي عمار مولى بني هاشم,Follower(Tabi') [3rd Generation],Natural,
8096,10952,Amr bin al-Shryd عمرو بن الشريد,Follower(Tabi') [3rd Generation],Natural,al-Ta'if
8097,10953,Amr bin Muslim al-Jndy عمرو بن مسلم الجندي,Follower(Tabi') [6th generation],Natural,Yemen
8098,10954,"Imran bin Abi 'Ata',Abu Hamza al-Qassab عمران بن أبي عطاء أبو حمزة القصاب",Follower(Tabi') [4th generation],Natural,al-Wasit
8099,10955,al-'Ala' bin Khalid al-Asady العلاء بن خالد الأسدي الكاهلي,Follower(Tabi') [6th generation],Natural,
8100,10956,al-Qasim bin Mhran al-Qaysy القاسم بن مهران القيسي مولى بني قيس,Follower(Tabi') [6th generation],Natural,
8101,10957,al-Lyth bin Abi Sulaym الليث بن أبي سليم,Follower(Tabi') [6th generation],Natural,Kufa
8102,10958,Muhammad bin 'Abdullah bin Qays محمد بن عبد الله بن قيس بن مخرمة,Follower(Tabi') [6th generation],Natural,
8103,10959,Muhammad bin 'Abdur Rahman bin Haritha محمد بن عبد الرحمن بن حارثة - أبو الرجال,Follower(Tabi') [5th generation],Natural,Medina
8104,10960,"Muhammad bin 'Abdur Rahman, Client محمد بن عبد الرحمن مولى بني زهرة",Follower(Tabi') [6th generation],Natural,
8105,10961,Muhammad bin 'Ali bin 'Abd. bin 'Abbas محمد بن علي بن عبد الله بن عباس,Follower(Tabi') [6th generation],Natural,
8106,10962,Mukhtar bin Falfal مختار بن فلفل,Follower(Tabi') [5th generation],Natural,Kufa
8107,10963,Muslim bin Qrzh مسلم بن قرظة,Follower(Tabi') [3rd Generation],Natural,
8108,10964,Muslim bin Hysm مسلم بن هيصم,Follower(Tabi') [4th generation],Natural,
8109,10965,Masda' Abu Yahya al-A'araj al-Ma'rqab مصدع أبو يحيى الأعرج المعرقب,Follower(Tabi') [3rd Generation],Natural,
8110,10966,al-Mughira bin Hakeem المغيرة بن حكيم الصنعاني,Follower(Tabi') [4th generation],Natural,Sana'
8111,10967,Mqatl bin Hyan al-Nbty مقاتل بن حيان النبطي,Follower(Tabi') [6th generation],Natural,Bulkh
8112,10968,Mamtur Abu Salam al-Aswad ممطور أبو سلام الأسود الحبشي,Follower(Tabi') [3rd Generation],Natural,"Abyssinia, Syria"
8113,10969,Mnswr bin Hyan منصور بن حيان,Follower(Tabi') [5th generation],Natural,
8114,10970,Naf' Mwla 'Amir bin Sa'd نافع مولى عامر بن سعد,Follower(Tabi') [3rd Generation],Natural,
8115,10971,al-Nu'man bin Rashid al-Jzry النعمان بن راشد الجزري أبو إسحاق الرقي,Follower(Tabi') [6th generation],Natural,al-Raqqa
8116,10972,al-Nu'man bin Salm al-Ta'ify النعمان بن سالم الطائفي,Follower(Tabi') [4th generation],Natural,al-Ta'if
8117,10973,N'ym bin Abi Hnd نعيم بن أبي هند,Follower(Tabi') [4th generation],Natural,
8118,10974,Harun bin Ra'aib هارون بن رئاب,Follower(Tabi') [6th generation],Natural,Basra
8119,10975,al-Walid bin 'Abdur Rahman الوليد بن عبد الرحمن الجرشي,Follower(Tabi') [4th generation],Natural,al-Hims
8120,10976,al-Walid bin Ata'a bin Khbab الوليد بن عطاء بن خباب,Follower(Tabi') [6th generation],Natural,
8121,10977,al-Walid bin Hisham bin Mu'awiya الوليد بن هشام بن معاوية بن هشام,Follower(Tabi') [6th generation],Natural,
8122,10978,Yahya bin Jabir al-Tai'i يحيى بن جابر الطائي,Follower(Tabi') [6th generation],Natural,al-Hims
8123,10979,Yahya bin Sa'id bin al-Aas يحيى بن سعيد بن العاص,Follower(Tabi') [3rd Generation],Natural,"Medina, Kufa"
8124,10980,Yahya bin Yazid al-Hna'iy يحيى بن يزيد الهنائي,Follower(Tabi') [5th generation],Natural,
8125,10981,Yazid bin Khumayr al-Rahbi يزيد بن خمير,Follower(Tabi') [5th generation],Natural,al-Hims
8126,10982,Yazid bin N'ym bin Hzal يزيد بن نعيم بن هزال الأسلمي,Follower(Tabi') [5th generation],Natural,
8127,10983,Y'aqub bin 'Asim bin 'Urwa يعقوب بن عاصم بن عروة بن مسعود,Follower(Tabi') [3rd Generation],Natural,
8128,10984,Ya'qub bin 'Abdullah bin Abi Talha يعقوب بن عبد الله بن أبي طلحة,Follower(Tabi') [4th generation],Natural,Medina
8129,10985,Y'aqub bin Mjahd يعقوب بن مجاهد,Follower(Tabi') [6th generation],Natural,
8130,10986,Ya'la bin 'Ata' يعلى بن عطاء العامري,Follower(Tabi') [4th generation],Natural,"al-Ta'if,  Wasit"
8131,10987,Yonus bin Yusuf bin Hmas يونس بن يوسف بن حماس,Follower(Tabi') [6th generation],Natural,
8132,10988,Abu Bakr bin 'Abdullah bin Abi al-Jahm أبو بكر بن عبد الله بن أبي الجهم العدوي,Follower(Tabi') [4th generation],Natural,Medina
8133,10989,Abu Bakr bin 'Ubaidullah bin 'Abdullah أبو بكر بن عبيد الله بن عبد الله,Follower(Tabi') [4th generation],Natural,Medina
8134,10990,Abu al-Hasan Mwla biny أبو الحسن مولى بني,Follower(Tabi') [4th generation],Natural,
8135,10991,Abu Sa'id Mwla أبو سعيد مولى,Follower(Tabi') [4th generation],Natural,
8136,10992,Abu Sa'id Mwla al-Mhry أبو سعيد مولى المهري,Follower(Tabi') [3rd Generation],Natural,
8137,10993,Abu 'Ubaid al-Madhhaji أبو عبيد المذحجي,Follower(Tabi') [5th generation],Natural,
8138,10994,Abu 'Ubaida bin 'Abdullah bin Zama' أبو عبيدة بن عبد الله بن زمعة,Follower(Tabi') [3rd Generation],Natural,Medina
8139,10995,Abu 'Ubaida bin 'Uqba أبو عبيدة بن عقبة,Follower(Tabi') [3rd Generation],Natural,Egypt
8140,10996,Abu Kathir al-Shaymi أبو كثير السحيمي الغبري,Follower(Tabi') [3rd Generation],Natural,al-Yamama
8141,10997,Abu N'amh al-Sa'dy أبو نعامة السعدي,Follower(Tabi') [6th generation],Natural,
8142,10998,Abu Yonus Mwla Aa'ishh أبو يونس مولى عائشة,Follower(Tabi') [3rd Generation],Natural,
8143,11001,Abu Hanifa أبو حنيفة‎‎,Follower(Tabi') [6th generation],Natural,"Kufa,  Baghdad"
8144,11002,Sa'id ibn al-Musayyib سعيد بن المسيب بن حزن أبو محمد القرشي,Follower(Tabi') [2nd Generation],Natural,Medinah
8145,11003,Abu Bakr bin 'Abdur Rahman أبو بكر بن عبد الرحمن بن الحارث بن هشام,Follower(Tabi') [3rd Generation],Natural,Medinah
8146,11004,Ubaydullah bin 'Abdullah bin 'Utba عبيد الله بن عبد الله بن عتبة بن مسعود,Follower(Tabi') [3rd Generation],Natural,Medinah
8147,11005,Sulayman ibn Yasar سليمان بن يسار مولى ميمونة بنت الحارث,Follower(Tabi') [3rd Generation],Natural,Medinah
8148,11006,Kharija ibn Zayd ibn Thabit خارجة بن زيد بن ثابت الأنصاري,Follower(Tabi') [3rd Generation],Natural,Medinah
8149,11007,Suliaman ibn Zayd ibn Thabit سليمان بن زيد بن ثابت الأنصاري,Follower(Tabi') [3rd Generation],,Medinah
8150,11008,Yahya ibn Zayd ibn Thabit يحيى بن زيد بن ثابت الأنصاري,Follower(Tabi'),,Medinah
8151,11009,Isma'il ibn Zayd ibn Thabit إسماعيل بن زيد بن ثابت الأنصاري,Follower(Tabi'),,Medinah
8152,11010,Umar bin ‘Abdul-‘Aziz عمر بن عبد العزيز,Follower(Tabi') [4th generation],Natural,"Medina, Egypt, Damascus"
8153,11011,Salim bin 'Abdullah bin 'Umar سالم بن عبد الله بن عمر بن الخطاب,Follower(Tabi') [3rd Generation],Natural,Medina
8154,11012,Maymun bin Mahran ميمون بن مهران,Follower(Tabi') [4th generation],Natural,"Kufa, al-Raqqa, Bahrain"
8155,11013,"al-Zuhri ابن شهاب الزهري‎, محمد بن مسلم",Follower(Tabi') [4th generation],Natural,"Medinah, Syria"
8156,11014,Nafie' نافع مولى ابن عمر,Follower(Tabi') [3rd Generation],Natural,Medinah
8157,11015,Ayoub al-Sakhtiyani أيوب السختياني,Follower(Tabi') [5th generation],Natural,"Basra, Hijaz"
8158,11016,al-Hasan al-Basri الحسن البصري,Follower(Tabi') [3rd Generation],Natural,"Medina, al-Basra"
8159,11017,Alqama bin Qays علقمة بن قيس بن عبد الله,Follower(Tabi') [2nd Generation],Natural,"Hijaz,  al-Kufa"
8160,11018,Masrouq bin al-Ajda' مسروق بن الأجدع,Follower(Tabi') [1st Generation],Natural,"Hijaz, Kufa"
8161,11019,Qatada قتادة,Follower(Tabi') [4th generation],Natural,"Basra, Medina"
8162,11020,Ata ibn Yasar عطاء بن يسار أبو محمد مولى ميمونة,Follower(Tabi') [2nd Generation],Natural,"Medinah,  Egypt"
8163,11021,Abdullah ibn Yasar عبد الله بن يسار مولى ميمونة بنت الحارث,Follower(Tabi'),Natural,Medinah
8164,11022,Abdul Malik ibn Yasar عبد الملك بن يسار مولى ميمونة بنت الحارث,Follower(Tabi') [3rd Generation],Natural,Medinah
8165,11023,Ikrama عكرمة,Follower(Tabi') [3rd Generation],Natural,"Medina,  basra"
8166,11024,Abdur Rahman bin Khubayb bin Isaf عبد الرحمن بن خبيب بن أساف,Follower(Tabi'),Natural,Medinah
8167,11025,Sa'd ibn Zayd ibn Thabit سعد بن زيد بن ثابت الأنصاري,Follower(Tabi'),,Medinah
8168,11026,Abu Muslim al-Khulani أبو مسلم الخولاني,Follower(Tabi') [2nd Generation],Natural,"Yemen, Medina, Syria"
8169,11027,Abu Idrees al-Khulani أبو إدريس الخولاني,Follower(Tabi') [2nd Generation],Natural,"Medina, Syria"
8170,11028,Mujahid bin Jabir مجاهد بن جبر,Follower(Tabi') [3rd Generation],Natural,Makkah
8171,11029,Ata' bin Abi Rabah عطاء بن أبي رباح,Follower(Tabi') [3rd Generation],Natural,Makkah
8172,11030,Ikramah bin 'Abdur Rahman عكرمة بن عبد الرحمن بن الحارث,Follower(Tabi') [3rd Generation],Natural,Medinah
8173,11031,Muhammad bin 'Abdur Rahman محمد بن عبد الرحمن بن الحارث,Follower(Tabi') [3rd Generation],Natural,Medinah
8174,11032,Umar bin 'Abdur Rahman bin al-Harith عمر بن عبد الرحمن بن الحارث بن هشام,Follower(Tabi') [2nd Generation],Natural,Medinah
8175,11033,Abu Sa'id bin 'Abdur Rahman أبو سعيد بن عبد الرحمن بن الحارث,Follower(Tabi'),,Medinah
8176,11034,al-Mughira bin 'Abdur Rahman المغيرة بن عبد الرحمن بن الحارث,Follower(Tabi') [5th generation],Natural,"Medinah, Syria"
8177,11035,Ibn Sirin محمد بن سيرين الأنصاري,Follower(Tabi') [3rd Generation],Natural,"Medina, al-Basra"
8178,11036,Ma'bad bin Sirin معبد بن سيرين الأنصاري,Follower(Tabi') [3rd Generation],Natural,"Medina, al-Basra"
8179,11037,Yahya bin Sirin يحيى بن سيرين الأنصاري,Follower(Tabi') [3rd Generation],Natural,"Medina, al-Basra"
8180,11038,Anas bin Sirin أنس بن سيرين الأنصاري,Follower(Tabi') [3rd Generation],Natural,"Medina, al-Basra"
8181,11039,Hafsa bint Sirin حفصة بنت سيرين,Follower(Tabi') [3rd Generation],Natural,"Medina, al-Basra"
8182,11040,Uvais al-Qarni أويس القرني,Follower(Tabi') [1st Generation],Natural,"Yemen, Kufa"
8183,11041,al-Ashtar al-Nakha'i الأشتر النخعي,Follower(Tabi') [1st Generation],Natural,"Hijaz, Kufa"
8184,11042,Alqama bin Waqqas علقمة بن وقاص,Follower(Tabi') [2nd Generation],Natural,Medina
8185,11043,Talha bin 'Abdullah طلحة بن عبد الله بن عوف الزهري,Follower(Tabi') [3rd Generation],Natural,Medina
8186,11044,Shar bin Hushab al-Asha'ri شهر بن حوشب الأشعري,Follower(Tabi') [3rd Generation],Natural,Syria
8187,11045,Ali bin al-Husain bin 'Ali علي بن الحسين بن علي - زين العابدين,Follower(Tabi') [3rd Generation],Natural,Medina
8188,11046,Qays bin Abi Hazim قيس بن أبي حازم,Follower(Tabi') [1st Generation],Natural,Kufa
8189,11047,"Abu Qalaba, 'Abdullah bin Zayd al-Jarmi عبد الله بن زيد بن عمرو",Follower(Tabi') [3rd Generation],Natural,"al-Basra, Syria"
8190,11048,Muhammad bin al-Munkdar bin 'Abdullah محمد بن المنكدر بن عبد الله بن الهدير,Follower(Tabi') [3rd Generation],Natural,Medina
8191,11049,Abu Ishaq al-Sabay'ai' أبو إسحاق السبيعي عمرو بن عبد الله,Follower(Tabi') [3rd Generation],Natural,"Hamadan, Kufa"
8192,11050,Sa'id bin Jubayr سعيد بن جبير الأسدي,Follower(Tabi') [3rd Generation],,al-Kufa
8193,11051,Ibrahim al-Nakha'i إبراهيم النخعي,Follower(Tabi') [3rd Generation],Natural,"Yemen, al-Kufa"
8194,11052,Amir al-Sha'bi عامر الشعبي,Follower(Tabi') [3rd Generation],Natural,Kufa
8195,11053,Tawus bin Kaysan طاوس,Follower(Tabi') [3rd Generation],Natural,"Yemen,  Hijaz"
